team,date,home,neutral,opponent,tmPts,oppPts,OT,tmWeek,oppWeek,week,tmSprd,oppSprd,OU,season,month,day,year,code,tmWin,tmATSWin,tmOver,tmWinSeas,tmLosSeas,tmWinStrk,tmLosStrk,tmATSWinSeas,tmATSLosSeas,tmATSWinStrk,tmATSLosStrk,tmOVRSeas,tmUDRSeas,tmOVRStrk,tmUDRStrk,opWin,opATSWin,opOver,opWinSeas,opLosSeas,opWinStrk,opLosStrk,opATSWinSeas,opATSLosSeas,opATSWinStrk,opATSLosStrk,opOVRSeas,opUDRSeas,opOVRStrk,opUDRStrk
CAR,10/18/2020,1,0,CHI ,16,23,0,6,6,6,-2,2,44.5,2020,10,18,2020,1CARCHI //10//18//2020,-1,-1,-1,3,2,3,0,3,2,3,0,2,3,0,2,1,1,-1,4,1,1,0,3,2,1,0,1,4,0,2
CHI,9/19/2021,1,0,CIN ,20,17,0,2,2,2,-2,2,44.5,2021,9,19,2021,1CHICIN //9//19//2021,1,1,-1,0,1,0,1,0,1,0,1,1,0,1,0,-1,-1,-1,1,0,1,0,1,0,1,0,0,1,1,0
CIN,12/4/2016,1,0,PHI,32,14,0,12,12,13,-2,2,42,2016,12,4,2016,2CINPHI//12//4//2016,1,1,1,3.5,7.5,0,3,3,8,0,4,5,6,0,3,-1,-1,1,5,6,0,2,5,6,0,2,6,5,0,3
CIN,11/27/2022,0,0,TEN ,20,16,0,11,11,12,-2,2,43,2022,11,27,2022,2TEN CIN//11//27//2022,1,1,-1,6,4,2,0,7,3,2,0,4.5,5.5,4,0,-1,-1,-1,7,3,2,0,8,2,8,0,1.5,8.5,1,0
CLE,10/3/2021,0,0,MIN ,14,7,0,4,4,4,-2,2,51.5,2021,10,3,2021,2MIN CLE//10//3//2021,1,1,-1,2,1,2,0,2,1,1,0,2,1,0,1,-1,-1,-1,1,2,1,0,2,1,2,0,1,2,0,1
CLE,9/18/2023,0,0,PIT ,22,26,0,2,2,2,-2,2,39,2023,9,18,2023,2PIT CLE//9//18//2023,-1,-1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1
CLE,12/10/2023,1,0,JAC ,31,27,0,13,13,14,-2,2,37.5,2023,12,10,2023,1CLEJAC //12//10//2023,1,1,1,7,5,0,2,7,5,0,2,6.5,5.5,2,0,-1,-1,1,8,4,0,1,8,4,0,1,6,6,1,0
DAL,9/10/2006,0,0,JAC,17,24,0,1,1,1,-2,2,37,2006,9,10,2006,1JACDAL//9//10//2006,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DAL,11/11/2007,0,0,NYG,31,20,0,9,9,10,-2,2,48,2007,11,11,2007,1NYGDAL//11//11//2007,1,1,1,7,1,2,0,6,2,2,0,6,2,1,0,-1,-1,1,6,2,6,0,5,3,0,1,4,4,0,1
DAL,12/22/2019,0,0,PHI,9,17,0,15,15,16,-2,2,47,2019,12,22,2019,1PHIDAL//12//22//2019,-1,-1,-1,7,7,1,0,8,6,1,0,9,5,2,0,1,1,-1,7,7,2,0,5,9,1,0,6,8,1,0
DAL,9/13/2020,0,0,LAR ,17,20,0,1,1,1,-2,2,52,2020,9,13,2020,2LAR DAL//9//13//2020,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
DEN,10/10/2021,0,0,PIT ,19,27,0,5,5,5,-2,2,39,2021,10,10,2021,2PIT DEN//10//10//2021,-1,-1,1,3,1,0,1,3,1,0,1,0,4,0,4,1,1,1,1,3,0,3,1,3,0,3,1,3,0,4
DEN,12/18/2022,1,0,ARI ,24,15,0,14,14,15,-2,2,36.5,2022,12,18,2022,1DENARI //12//18//2022,1,1,1,3,10,0,5,5,8,2,0,2,11,1,0,-1,-1,1,4,9,0,3,6,7,0,1,8,5,0,1
DEN,11/17/2024,1,0,ATL ,38,6,0,11,11,11,-2,2,45,2024,11,17,2024,1DENATL //11//17//2024,1,1,-1,5,5,0,2,7,3,1,0,6,4,0,1,-1,-1,-1,6,4,0,1,5,5,0,1,4,6,0,2
DET,10/8/2017,1,0,CAR,24,27,0,5,5,5,-2,2,42,2017,10,8,2017,2DETCAR//10//8//2017,-1,-1,1,3,1,1,0,3,1,1,0,2,2,0,1,1,1,1,3,1,1,0,2,2,1,0,3,1,2,0
DET,9/18/2022,1,0,WAS ,36,27,0,2,2,2,-2,2,48.5,2022,9,18,2022,1DETWAS //9//18//2022,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,-1,-1,1,1,0,1,0,1,0,1,0,1,0,1,0
GB,9/28/2014,0,0,CHI,38,17,0,4,4,4,-2,2,51,2014,9,28,2014,1CHIGB//9//28//2014,1,1,1,1,2,0,1,0.5,2.5,0,2,2,1,0,1,-1,-1,1,2,1,2,0,2,1,2,0,3,0,2,0
GB,11/8/2015,0,0,CAR,29,37,0,8,8,9,-2,2,45.5,2015,11,8,2015,1CARGB//11//8//2015,-1,-1,1,6,1,0,1,5,2,0,2,2,5,0,4,1,1,1,7,0,7,0,5,2,0,1,5.5,1.5,1,0
GB,10/18/2020,0,0,TB ,10,38,0,5,6,6,-2,2,52.5,2020,10,18,2020,2TB GB//10//18//2020,-1,-1,-1,4,0,4,0,4,0,4,0,3,1,0,1,1,1,-1,3,2,0,1,2,3,0,2,1.5,3.5,0,1
GB,9/11/2022,0,0,MIN ,7,23,0,1,1,1,-2,2,48.5,2022,9,11,2022,2MIN GB//9//11//2022,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
HOU,10/21/2007,1,0,TEN,36,38,0,7,6,7,-2,2,37.5,2007,10,21,2007,2HOUTEN//10//21//2007,-1,-1,1,3,3,0,1,3,3,0,3,4,2,1,0,1,1,1,3,2,0,1,3,2,0,2,1,4,0,5
HOU,12/26/2010,0,0,DEN,23,24,0,15,15,16,-2,2,49.5,2010,12,26,2010,1DENHOU//12//26//2010,-1,-1,-1,5,9,0,3,5,9,0,3,10,4,3,0,1,1,-1,3,11,0,5,4,10,0,2,9,5,2,0
IND,11/28/2010,1,0,LAC,14,36,0,11,11,12,-2,2,50,2010,11,28,2010,2INDLAC//11//28//2010,-1,-1,0,6,4,0,1,6.5,3.5,1,0,6,4,1,0,1,1,0,5,5,3,0,5,5,3,0,6.5,3.5,0,1
IND,11/25/2012,1,0,BUF,20,13,0,11,11,12,-2,2,51,2012,11,25,2012,2INDBUF//11//25//2012,1,1,-1,6,4,0,1,6,4,0,1,4,6,1,0,-1,-1,-1,4,6,1,0,5,5,2,0,5,5,0,1
IND,11/12/2023,0,1,NE ,10,6,0,10,10,10,-2,2,42,2023,11,12,2023,2NE IND//11//12//2023,1,1,-1,4,5,1,0,5,4,1,0,6,3,0,1,-1,-1,-1,2,7,0,2,2,7,0,2,2,7,0,1
JAC,12/20/2015,1,0,ATL,17,23,0,14,14,15,-2,2,47.5,2015,12,20,2015,2JACATL//12//20//2015,-1,-1,-1,5,8,1,0,7.5,5.5,1,0,9,4,3,0,1,1,-1,6,7,0,6,4,9,0,9,2.5,10.5,0,8
JAC,10/23/2016,1,0,LV,16,33,0,6,7,7,-2,2,47.5,2016,10,23,2016,2JACLV//10//23//2016,-1,-1,1,2,3,2,0,3,2,3,0,3,2,0,1,1,1,1,4,2,0,1,3,3,0,2,4,2,0,1
KC,10/8/2017,0,0,HOU,42,34,0,5,5,5,-2,2,45,2017,10,8,2017,1HOUKC//10//8//2017,1,1,1,4,0,4,0,4,0,4,0,3,1,1,0,-1,-1,1,2,2,1,0,3,1,3,0,3,1,2,0
LAC,10/1/2017,1,0,PHI,24,26,0,4,4,4,-2,2,48,2017,10,1,2017,2LACPHI//10//1//2017,-1,-1,1,0,3,0,3,0.5,2.5,0,2,1,2,0,2,1,1,1,2,1,1,0,1,2,0,2,3,0,2,0
LAC,12/6/2020,1,0,NE ,0,45,0,12,12,13,-2,2,47,2020,12,6,2020,1LACNE //12//6//2020,-1,-1,-1,3,8,0,1,4.5,6.5,0,5,7,4,0,1,1,1,-1,5,6,1,0,5,6,1,0,4,7,0,3
LAC,10/10/2021,1,0,CLE ,47,42,0,5,5,5,-2,2,46.5,2021,10,10,2021,1LACCLE //10//10//2021,1,1,1,3,1,2,0,3,1,2,0,0,4,0,4,-1,-1,1,3,1,3,0,3,1,2,0,2,2,0,2
LAR,12/26/2010,1,0,SF,25,17,0,15,15,16,-2,2,40,2010,12,26,2010,2LARSF//12//26//2010,1,1,1,6,8,0,2,9,5,0,2,5,9,0,3,-1,-1,1,5,9,0,1,5,9,0,1,8,6,0,1
LAR,10/8/2017,1,0,SEA,10,16,0,5,5,5,-2,2,47,2017,10,8,2017,2LARSEA//10//8//2017,-1,-1,-1,3,1,2,0,2,2,1,0,4,0,4,0,1,1,-1,2,2,1,0,1,3,1,0,2,2,2,0
LAR,9/15/2019,1,0,NO,27,9,0,2,2,2,-2,2,52.5,2019,9,15,2019,2LARNO//9//15//2019,1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,-1,-1,-1,1,0,1,0,0,1,0,1,0,1,1,0
LAR,10/7/2021,0,0,SEA ,26,17,0,5,5,5,-2,2,54,2021,10,7,2021,2SEA LAR//10//7//2021,1,1,-1,3,1,0,1,2,2,0,1,4,0,4,0,-1,-1,-1,2,2,1,0,2,2,1,0,1,3,0,2
LAR,11/28/2021,0,0,GB ,28,36,0,11,12,12,-2,2,49,2021,11,28,2021,2GB LAR//11//28//2021,-1,-1,1,7,3,0,2,5,5,0,2,6,4,0,2,1,1,1,8,3,0,1,8.5,2.5,0,1,4,7,1,0
LAR,11/11/2024,1,0,MIA ,15,23,0,9,9,10,-2,2,49,2024,11,11,2024,1LARMIA //11//11//2024,-1,-1,-1,4,4,3,0,3,5,2,0,4,4,0,1,1,1,-1,2,6,0,3,2,6,1,0,3,5,2,0
LV,11/22/2015,0,0,DET,13,18,0,10,10,11,-2,2,50,2015,11,22,2015,1DETLV//11//22//2015,-1,-1,-1,4,5,0,2,5,4,0,1,6.5,2.5,3,0,1,1,-1,2,7,1,0,2,7,1,0,4,5,0,1
LV,10/9/2023,1,0,GB ,17,13,0,5,5,5,-2,2,45,2023,10,9,2023,1LVGB //10//9//2023,1,1,-1,1,3,0,3,1.5,2.5,0,2,1,3,0,2,-1,-1,-1,2,2,0,1,3,1,0,1,2,2,1,0
LV,12/29/2024,0,0,NO ,25,10,0,16,16,17,-2,2,37.5,2024,12,29,2024,2NO LV//12//29//2024,1,1,-1,3,12,1,0,6.5,8.5,1,0,8,7,0,4,-1,-1,-1,5,10,0,2,6,9,0,1,6,9,0,4
MIA,12/2/2007,1,0,NYJ,13,40,0,12,12,13,-2,2,37,2007,12,2,2007,2MIANYJ//12//2//2007,-1,-1,1,0,11,0,11,4.5,6.5,1,0,5,6,0,4,1,1,1,2,9,0,1,3.5,7.5,0,1,5.5,5.5,0,2
MIN,9/17/2006,1,0,CAR,16,13,1,2,2,2,-2,2,36.5,2006,9,17,2006,2MINCAR//9//17//2006,1,1,-1,1,0,1,0,1,0,1,0,0,1,0,1,-1,-1,-1,0,1,0,1,0,1,0,1,0,1,0,1
MIN,11/8/2015,1,0,LAR,21,18,1,8,8,9,-2,2,40,2015,11,8,2015,2MINLAR//11//8//2015,1,1,-1,5,2,3,0,6,1,6,0,1,6,0,1,-1,-1,-1,4,3,2,0,4,3,2,0,1,6,0,3
MIN,11/20/2016,1,0,ARI,30,24,0,10,10,11,-2,2,39.5,2016,11,20,2016,2MINARI//11//20//2016,1,1,1,5,4,0,4,5,4,0,4,3,6,1,0,-1,-1,1,4.5,4.5,1,0,3,6,0,3,4,5,0,1
MIN,9/16/2018,0,0,GB,29,29,1,2,2,2,-2,2,45,2018,9,16,2018,1GBMIN//9//16//2018,0,-1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0
NE,10/6/2013,0,0,CIN,6,13,0,5,5,5,-2,2,45.5,2013,10,6,2013,1CINNE//10//6//2013,-1,-1,-1,4,0,4,0,2,2,2,0,1,3,1,0,1,1,-1,2,2,0,1,2.5,1.5,0,1,1,3,0,1
NE,9/16/2018,0,0,JAC,20,31,0,2,2,2,-2,2,44.5,2018,9,16,2018,1JACNE//9//16//2018,-1,-1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
NE,12/12/2022,0,0,ARI ,27,13,0,13,13,14,-2,2,43.5,2022,12,12,2022,2ARI NE//12//12//2022,1,1,-1,6,6,0,2,7,5,0,2,5,7,0,1,-1,-1,-1,4,8,0,2,6,6,1,0,7,5,6,0
NE,1/7/2024,1,0,NYJ ,3,17,0,17,17,18,-2,2,29.5,2023,1,7,2024,1NENYJ //1//7//2024,-1,-1,-1,4,12,0,1,6,10,4,0,7,9,4,0,1,1,-1,6,10,0,1,5.5,10.5,0,3,7,9,2,0
NO,10/26/2014,1,0,GB,44,23,0,7,8,8,-2,2,55,2014,10,26,2014,2NOGB//10//26//2014,1,1,1,2,4,0,1,2,4,1,0,5,1,3,0,-1,-1,1,5,2,4,0,4.5,2.5,4,0,6,1,4,0
NO,11/12/2017,0,0,BUF,47,10,0,9,9,10,-2,2,48.5,2017,11,12,2017,1BUFNO//11//12//2017,1,1,1,6,2,6,0,6,2,6,0,4,4,0,3,-1,-1,1,5,3,0,1,5.5,2.5,0,1,5,3,3,0
NO,10/15/2023,0,0,HOU ,13,20,0,6,6,6,-2,2,42.5,2023,10,15,2023,2HOU NO//10//15//2023,-1,-1,-1,3,2,1,0,1.5,3.5,1,0,0,5,0,5,1,1,-1,2,3,0,1,3,2,3,0,2,3,0,2
NO,10/29/2023,0,0,IND ,38,27,0,8,8,8,-2,2,44,2023,10,29,2023,2IND NO//10//29//2023,1,1,1,3,4,0,2,1.5,5.5,0,2,1,6,1,0,-1,-1,1,3,4,0,2,4,3,1,0,5,2,2,0
NYG,9/20/2015,1,0,ATL,20,24,0,2,2,2,-2,2,49.5,2015,9,20,2015,2NYGATL//9//20//2015,-1,-1,-1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,-1,1,0,1,0,1,0,1,0,0,1,0,1
NYJ,10/15/2006,1,0,MIA,20,17,0,6,6,6,-2,2,36,2006,10,15,2006,2NYJMIA//10//15//2006,1,1,1,2,3,0,2,3,2,0,1,5,0,5,0,-1,-1,1,1,4,0,2,0,5,0,5,1,4,0,4
NYJ,9/28/2014,1,0,DET,17,24,0,4,4,4,-2,2,43.5,2014,9,28,2014,2NYJDET//9//28//2014,-1,-1,-1,1,2,0,2,0.5,2.5,0,2,2,1,2,0,1,1,-1,2,1,1,0,2,1,1,0,0,3,0,2
NYJ,10/23/2022,0,0,DEN ,16,9,0,7,7,7,-2,2,37,2022,10,23,2022,2DEN NYJ//10//23//2022,1,1,-1,4,2,3,0,4,2,3,0,3,3,0,1,-1,-1,-1,2,4,0,3,2,4,1,0,1,5,0,2
NYJ,12/18/2022,1,0,DET ,17,20,0,14,14,15,-2,2,45,2022,12,18,2022,1NYJDET //12//18//2022,-1,-1,-1,7,6,0,2,8,5,1,0,5,8,0,1,1,1,-1,6,7,2,0,9,4,6,0,7,6,2,0
NYJ,11/10/2024,0,0,ARI ,6,31,0,10,10,10,-2,2,46,2024,11,10,2024,2ARI NYJ//11//10//2024,-1,-1,-1,3,6,1,0,3,6,1,0,4.5,4.5,0,1,1,1,-1,5,4,3,0,6,3,3,0,3.5,5.5,0,1
PHI,12/10/2006,0,0,WAS,21,19,0,13,13,14,-2,2,40,2006,12,10,2006,1WASPHI//12//10//2006,1,0,0,6,6,1,0,6,6,1,0,7.5,4.5,2,0,-1,0,0,4,8,0,1,4.5,7.5,0,1,6.5,5.5,0,2
PHI,9/30/2007,0,0,NYG,3,16,0,4,4,4,-2,2,47.5,2007,9,30,2007,1NYGPHI//9//30//2007,-1,-1,-1,1,2,1,0,1,2,1,0,1,2,1,0,1,1,-1,1,2,1,0,1,2,1,0,1,2,0,1
PHI,9/26/2010,0,0,JAC,28,3,0,3,3,3,-2,2,45,2010,9,26,2010,1JACPHI//9//26//2010,1,1,-1,1,1,1,0,0,2,0,2,1,1,1,0,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,2,0
PHI,9/30/2012,1,0,NYG,19,17,0,4,4,4,-2,2,46,2012,9,30,2012,2PHINYG//9//30//2012,1,0,-1,2,1,0,1,0,3,0,3,1,2,0,1,-1,0,-1,2,1,2,0,1,2,1,0,1,2,0,1
PHI,11/13/2016,1,0,ATL,24,15,0,9,10,10,-2,2,48.5,2016,11,13,2016,2PHIATL//11//13//2016,1,1,-1,4,4,0,2,4,4,0,2,5,3,2,0,-1,-1,-1,6,3,2,0,6,3,1,0,7,2,4,0
PHI,9/10/2017,0,0,WAS,30,17,0,1,1,1,-2,2,49.5,2017,9,10,2017,1WASPHI//9//10//2017,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
PIT,9/24/2006,1,0,CIN,20,28,0,3,3,3,-2,2,43,2006,9,24,2006,2PITCIN//9//24//2006,-1,-1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,0
PIT,9/26/2010,0,0,TB,38,13,0,3,3,3,-2,2,33,2010,9,26,2010,1TBPIT//9//26//2010,1,1,1,2,0,2,0,2,0,2,0,0,2,0,2,-1,-1,1,2,0,2,0,2,0,2,0,1,1,0,2
PIT,10/3/2010,1,0,BAL,14,17,0,4,4,4,-2,2,34.5,2010,10,3,2010,2PITBAL//10//3//2010,-1,-1,-1,3,0,3,0,3,0,3,0,1,2,1,0,1,1,-1,2,1,1,0,1,2,0,2,1,2,1,0
PIT,12/29/2019,0,0,BAL,10,28,0,16,16,17,-2,2,35,2019,12,29,2019,1BALPIT//12//29//2019,-1,-1,1,8,7,0,2,9,6,0,2,3,12,0,7,1,1,1,13,2,11,0,9,6,3,0,8,7,0,1
PIT,12/27/2020,1,0,IND ,28,24,0,15,15,16,-2,2,44.5,2020,12,27,2020,1PITIND //12//27//2020,1,1,1,11,3,0,3,8,6,0,4,5.5,8.5,1,0,-1,-1,1,10,4,3,0,8,6,0,1,8,6,0,1
PIT,11/26/2023,0,0,CIN ,16,10,0,11,11,12,-2,2,36,2023,11,26,2023,2CIN PIT//11//26//2023,1,1,-1,6,4,0,1,6,4,0,1,2,8,0,1,-1,-1,-1,5,5,0,2,4.5,5.5,0,2,5,5,2,0
SEA,12/30/2007,0,0,ATL,41,44,0,16,16,17,-2,2,38,2007,12,30,2007,1ATLSEA//12//30//2007,-1,-1,1,10,5,1,0,9,6,1,0,6,9,0,2,1,1,1,3,12,0,6,7,8,1,0,9,6,6,0
SEA,9/30/2012,0,0,LAR,13,19,0,4,4,4,-2,2,39.5,2012,9,30,2012,1LARSEA//9//30//2012,-1,-1,-1,2,1,2,0,2,1,2,0,0,3,0,3,1,1,-1,1,2,0,1,2,1,0,1,1,2,0,1
SF,10/31/2010,1,1,DEN,24,16,0,8,8,8,-2,2,41,2010,10,31,2010,2SFDEN//10//31//2010,1,1,-1,1,6,0,1,2,5,0,3,4.5,2.5,1,0,-1,-1,-1,2,5,0,3,2,5,0,3,5,2,4,0
SF,12/20/2014,1,0,LAC,35,38,1,15,15,16,-2,2,40.5,2014,12,20,2014,2SFLAC//12//20//2014,-1,-1,1,7,7,0,3,6.5,7.5,0,3,4,10,0,5,1,1,1,8,6,0,2,6,8,0,2,7,7,0,2
SF,10/20/2024,1,0,KC ,18,28,0,7,6,7,-2,2,47.5,2024,10,20,2024,1SFKC //10//20//2024,-1,-1,-1,3,3,1,0,3,3,1,0,4,2,1,0,1,1,-1,5,0,5,0,4,1,3,0,1,4,0,3
SF,12/22/2024,0,0,MIA ,17,29,0,15,15,16,-2,2,44,2024,12,22,2024,2MIA SF//12//22//2024,-1,-1,1,6,8,0,1,5,9,0,1,7.5,6.5,0,1,1,1,1,6,8,0,1,5,9,0,3,7,7,0,1
TB,12/11/2016,1,0,NO,16,11,0,13,13,14,-2,2,52,2016,12,11,2016,2TBNO//12//11//2016,1,1,-1,7,5,4,0,7,5,4,0,6.5,5.5,0,2,-1,-1,-1,5,7,0,1,8,4,0,1,5,7,0,1
TB,9/11/2022,0,0,DAL ,19,3,0,1,1,1,-2,2,52,2022,9,11,2022,2DAL TB//9//11//2022,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
TEN,12/19/2010,1,0,HOU,31,17,0,14,14,15,-2,2,47.5,2010,12,19,2010,2TENHOU//12//19//2010,1,1,1,5,8,0,6,6,7,1,0,7,6,1,0,-1,-1,1,5,8,0,2,5,8,0,2,9,4,2,0
TEN,12/11/2016,1,0,DEN,13,10,0,13,13,14,-2,2,44,2016,12,11,2016,2TENDEN//12//11//2016,1,1,-1,6,6,1,0,4,8,0,2,9,3,1,0,-1,-1,-1,8,4,1,0,8,4,1,0,5,7,0,1
TEN,9/24/2017,1,0,SEA,33,27,0,3,3,3,-2,2,42,2017,9,24,2017,2TENSEA//9//24//2017,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,2,0,2,1,1,0,2
TEN,10/27/2019,1,0,TB,27,23,0,8,7,8,-2,2,45.5,2019,10,27,2019,2TENTB//10//27//2019,1,1,1,3,4,1,0,2.5,4.5,0,2,2,5,1,0,-1,-1,1,2,4,0,2,2,4,0,2,5,1,4,0
TEN,10/23/2022,1,0,IND ,19,10,0,6,7,7,-2,2,43,2022,10,23,2022,1TENIND //10//23//2022,1,1,-1,3,2,3,0,3,2,3,0,0.5,4.5,0,4,-1,-1,-1,3.5,2.5,2,0,3,3,2,0,1,5,1,0
WAS,12/7/2015,1,0,DAL,16,19,0,12,12,13,-2,2,43,2015,12,7,2015,2WASDAL//12//7//2015,-1,-1,-1,5,6,1,0,5,6,1,0,5,6,0,1,1,1,-1,3,8,0,1,3,8,0,1,4,7,1,0
WAS,12/11/2016,0,0,PHI,27,22,0,13,13,14,-2,2,48.5,2016,12,11,2016,1PHIWAS//12//11//2016,1,1,1,6.5,5.5,0,2,8,4,0,1,10,2,5,0,-1,-1,1,5,7,0,3,5,7,0,3,7,5,1,0
ARI,11/30/2014,0,0,ATL,18,29,0,12,12,13,-1.5,1.5,45.5,2014,11,30,2014,1ATLARI//11//30//2014,-1,-1,1,9,2,0,1,8,3,0,1,3.5,7.5,0,2,1,1,1,4,7,0,1,4,7,0,2,4,7,1,0
ARI,11/6/2022,1,0,SEA ,21,31,0,9,9,9,-1.5,1.5,49.5,2022,11,6,2022,1ARISEA //11//6//2022,-1,-1,1,3,5,0,1,4,4,0,1,4,4,2,0,1,1,1,5,3,3,0,5,3,3,0,5,3,0,1
ATL,9/23/2018,1,0,NO,37,43,1,3,3,3,-1.5,1.5,54,2018,9,23,2018,2ATLNO//9//23//2018,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,2,0,2,1,1,0,1
ATL,10/27/2024,0,0,TB ,31,26,0,8,8,8,-1.5,1.5,48,2024,10,27,2024,2TB ATL//10//27//2024,1,1,1,4,3,0,1,3,4,0,1,3,4,0,1,-1,-1,1,4,3,0,1,4,3,0,1,5,2,4,0
BAL,11/4/2018,1,0,PIT,16,23,0,9,8,9,-1.5,1.5,46.5,2018,11,4,2018,2BALPIT//11//4//2018,-1,-1,-1,4,4,0,2,4,4,0,2,3,5,1,0,1,1,-1,4.5,2.5,3,0,4,3,3,0,4,3,1,0
BUF,11/14/2010,1,0,DET,14,12,0,9,9,10,-1.5,1.5,45,2010,11,14,2010,2BUFDET//11//14//2010,1,1,-1,0,8,0,8,3.5,4.5,2,0,4,4,0,2,-1,-1,-1,2,6,0,1,7,1,5,0,6,2,5,0
BUF,9/14/2014,1,0,MIA,29,10,0,2,2,2,-1.5,1.5,43,2014,9,14,2014,2BUFMIA//9//14//2014,1,1,-1,1,0,1,0,1,0,1,0,0,1,0,1,-1,-1,-1,1,0,1,0,1,0,1,0,0,1,1,0
CAR,10/23/2011,1,0,WAS,33,20,0,7,6,7,-1.5,1.5,44.5,2011,10,23,2011,2CARWAS//10//23//2011,1,1,1,1,5,0,3,4,2,0,1,4,2,0,1,-1,-1,1,3,2,0,1,3,2,0,1,1,4,0,4
CAR,10/5/2014,1,0,CHI,31,24,0,5,5,5,-1.5,1.5,46.5,2014,10,5,2014,2CARCHI//10//5//2014,1,1,1,2,2,0,2,2,2,0,2,2,2,2,0,-1,-1,1,2,2,0,1,2,2,0,1,4,0,3,0
CHI,12/26/2010,1,0,NYJ,38,34,0,15,15,16,-1.5,1.5,36,2010,12,26,2010,2CHINYJ//12//26//2010,1,1,1,10,4,1,0,7.5,6.5,1,0,6,8,4,0,-1,-1,1,10,4,1,0,8,6,1,0,11,3,1,0
CHI,10/23/2011,0,0,TB,24,18,0,7,7,7,-1.5,1.5,44,2011,10,23,2011,1TBCHI//10//23//2011,1,1,-1,3,3,1,0,2,4,1,0,3,3,1,0,-1,-1,-1,4,2,1,0,3,3,1,0,3,3,0,1
CHI,12/9/2013,1,0,DAL,45,28,0,13,13,14,-1.5,1.5,49,2013,12,9,2013,2CHIDAL//12//9//2013,1,1,1,6,6,0,2,2.5,9.5,0,4,8,4,0,1,-1,-1,1,7,5,2,0,8,4,0,1,7,5,3,0
CIN,10/3/2010,0,0,CLE,20,23,0,4,4,4,-1.5,1.5,36.5,2010,10,3,2010,1CLECIN//10//3//2010,-1,-1,1,2,1,2,0,2,1,2,0,1,2,0,2,1,1,1,0,3,0,3,1,2,1,0,2,1,1,0
CIN,9/25/2011,1,0,SF,8,13,0,3,3,3,-1.5,1.5,40,2011,9,25,2011,2CINSF//9//25//2011,-1,-1,-1,1,1,0,1,2,0,2,0,2,0,2,0,1,1,-1,1,1,0,1,1.5,0.5,1,0,1,1,2,0
CIN,10/14/2018,1,0,PIT,21,28,0,6,6,6,-1.5,1.5,49.5,2018,10,14,2018,2CINPIT//10//14//2018,-1,-1,-1,4,1,2,0,4,1,2,0,4,1,0,1,1,1,-1,2.5,2.5,1,0,2,3,1,0,3,2,1,0
CIN,12/22/2019,0,0,MIA,35,38,1,15,15,16,-1.5,1.5,46,2019,12,22,2019,1MIACIN//12//22//2019,-1,-1,1,1,13,0,2,5,9,0,2,5,9,2,0,1,1,1,3,11,0,2,7,7,0,1,7,7,1,0
CIN,11/5/2023,1,0,BUF ,24,18,0,8,9,9,-1.5,1.5,51,2023,11,5,2023,1CINBUF //11//5//2023,1,1,-1,4,3,3,0,3.5,3.5,3,0,3,4,1,0,-1,-1,-1,5,3,1,0,3,5,0,4,3,5,0,1
CLE,11/18/2007,0,0,BAL,33,30,1,10,10,11,-1.5,1.5,43.5,2007,11,18,2007,1BALCLE//11//18//2007,1,1,1,5,4,0,1,7,2,4,0,8.5,0.5,8,0,-1,-1,1,4,5,0,3,1,8,0,3,4,5,0,1
CLE,10/21/2021,1,0,DEN ,17,14,0,7,7,7,-1.5,1.5,42,2021,10,21,2021,1CLEDEN //10//21//2021,1,1,-1,3,3,0,2,3,3,0,2,3,3,0,1,-1,-1,-1,3,3,0,3,3,3,0,3,2,4,2,0
DAL,9/21/2014,0,0,LAR,34,31,0,3,3,3,-1.5,1.5,45,2014,9,21,2014,1LARDAL//9//21//2014,1,1,1,1,1,1,0,1,1,1,0,0,2,0,2,-1,-1,1,1,1,1,0,1,1,1,0,1,1,0,2
